Key,Content
res_name_30143,"Cadılar Bayramı Dehşeti"
event_rank_title,"Birleştirme Challenge"
attr_1060,HP
unit_attr_31,Sınıf
btn_mode_name_1,"Eşli Oyun"
event_rank_title_1,"Birleştirme Challenge"
campaign_talent_attr_val_3,{0:P1}
campaign_talent_attr_val_4,{0:P1}
campaign_talent_attr_val_5,{0:P1}
unit_attr_val_1193,{0:P0}
unit_attr_val_1093,{0:P1}
attr_val_1070,{0:0}
attr_val_10010,{0:0}
attr_val_1260,{0:P0}
attr_value_100090,{0:0}
attr_value_10090," {0:0}"
attr_val_1090,{0:0.###}
league_defense_area_title,"Savunma Dizilişi Bölgesi"
league_battle_exit_title,"Çıkışı Onayla?"
league_attack_info_desc,"Dizilişinizi onaylayın. Eşleştirme sonrası Birlikler değiştirilemez."
peak_league_title,Zirve
league_defense_area_result,"Savunma Dizilişi Sonucu"
overworld_map_rank_title_short,"Haftalık Sıralama"
not_enough_battle_quota,"Hiç Mücadele Kalmadı"
layout_attack,Saldırı
defense_area_1102,"Demir Cephe"
defense_area_1101,"Gelgit Yay"
defense_area_1103,"Parçalanmış Kayalık"
defense_area_1104,"Fırtına Yankısı"
league_sign_up_register,Kaydol
league_sign_up_registered,Kayıtlı
league_sign_up_not_eligible,"Uygun Değil"
league_sign_up_rank_title,Uygunluk
overworld_camp_4,"Ametist Kutsal Alanı"
unit_skill_name_663_2,Yanık
unit_skill_name_664_2,Yanık
launch_fireworks_title,"Havai Fişekleri Ateşle"
launch_fireworks_show_obtained,"Sahip Olunanları Göster"
clanwar_not_allow_play_firework,"Kutlamak için lütfen kuleye birlik konuşlandırın."
game_main_title_40,"Lucky Rush"
eliminated_tips,"İzleyici — Dilediğin zaman ayrıl"
survival_goal,"Hayatta Kalma Hedefi"
league_sign_up_info,"Kayıt Aşamasında. Resmi olarak Arena Sezonunun ikinci yarısında başlıyor!"
league_sign_up_cancel_registration_title,"Kaydı İptal Et?"
defense_area_1100,"Kılıçkalkan Kalesi"
game_mode_name_41,Zirve
card_list_title_0,Sahipsiz
no_reward_desc,"Bu Turdaki düşük sıralama nedeniyle ödül alınmadı."
select_build_no_exist,"{0} henüz elde edilmedi"
exchangeShop_specialTaskDesc,"Görevleri tamamla, sandık ödüllerini kazan."
defense_area_1,
defense_area_2,
defense_area_3,
defense_area_4,
defense_area_5,
notification_desc_9,"Klan'da senden bahsedildi."
notification_func_2,"Klan Bahsi"
gameplay_tab_title_10006,Rekabetçi
gameplay_tab_title_10007,"Takım Çalışması"
gameplay_tab_title_10005,Klanlar
gameplay_tab_title_10004,"Çok Oyunculu"
frame_access_29,"30. Sezon Savaş Bileti Özel"
pvp_skin_access_4,"30. Sezon Borsa Etkinliği'nden temin edilebilir."
clan_war_slg_army_hp_buy,"Moral Desteği"
unit_tag_15,Zayıflat
task_context_12021,"Efsanevi Sandıklar <color=#EC6D26>{0}</color> Aç"
user_sign_reset_title,"İmza Sıfırlama"
user_face_reset_title,"Profil Resmi Sıfırlama"
team_players_version_not_match,"Bu oyuncunun oyun sürümü sizinkiyle eşleşmiyor. Lütfen oynamadan önce her iki oyuncunun da aynı sürümü kullandığından emin olun."
unit_skill_desc_153_1,"Fiziksel savunma artırıldı."
unit_skill_name_153_1,"Savunma Dizilişi Geliştirme"
unit_skill_name_153_2,"Abisal Baraj"
unit_skill_desc_153_2,"Birden fazla düşmana hasar verir."
daily_limit_cnt_format,"Günlük sınır: {0}/{1}"
overworld_save_btn,
overworld_tutorial_finish,
home_overworld_entry,
unit_name_140,"Fırtına Lordu"
unit_name_156,"İskelet Orakçı"
unit_name_157,"İskelet Büyücü"
unit_skill_desc_156_1,"Birden fazla düşmana hasar verir."
unit_skill_name_156_1,"Kılıç Düşüşü"
unit_desc_156,"Kemik Konsülleri: Öncü Birlik, Kılıçdüşümü ile ruhları biçiyor."
unit_name_152,"İskelet Orakçı"
unit_desc_152,"Kemik Konsülleri: Öncüler, Kılıçdüşü ile ruhları biçiyorlar."
unit_skill_name_152_1,"Kılıç Düşüşü"
unit_skill_desc_152_1,"Birden fazla düşmana hasar verir."
unit_desc_153,"Kemik Konsülleri: Arkanist, Abisal Barrage ile düşmanları bastırıyor."
unit_name_153,"İskelet Büyücü"
unit_skill_desc_154_1,"Fiziksel Savunma Dizilişi arttı."
unit_name_154,"İskelet Şövalye"
unit_desc_154,"Kemik Konsülleri: Muhafız, Kalkan Püskürtme ile hattı sağlamlaştırıyor."
unit_skill_name_154_1,"Savunma Dizilişi Geliştirme"
unit_skill_name_154_2,"Mızrak Düşüşü"
unit_skill_desc_154_2,"Birden fazla düşmana hasar verir."
unit_skill_name_154_3,"Kalkan Püskürtmesi"
unit_skill_desc_154_3,"Çevredeki düşmanları geri savur ve hasar ver."
unit_name_155,"İskelet Lordu"
unit_desc_155,"Kemik Konsülleri: Kemik Tahtı'ndan yaşayanlara felaket buyuran Egemen."
unit_skill_name_155_1,"Savunma Dizilişi Geliştirme"
unit_skill_desc_155_1,"Fiziksel Savunma Dizilişi artırıldı."
unit_skill_name_155_2,"Gökbıçak Yağmuru"
unit_skill_desc_155_2,"Birden fazla düşmana hasar verir."
unit_skill_name_155_3,"Kalkan Püskürtme"
unit_skill_desc_155_3,"Çevredeki düşmanları geri püskürtün ve hasar verin."
unit_skill_name_155_4,"Muhafız Çağırma"
unit_desc_157,"Kemik Konsolosları: Arkanist, Abisal Baraj ile düşmanları bastırıyor."
unit_skill_desc_155_4,"İskelet Orakçı ve İskelet Büyücü çağır."
unit_skill_name_157_1,"Abisal Bombardımanı"
unit_skill_desc_157_1,"Birden fazla düşmana hasar verir."
unit_desc_140,"Ebedi kasırganın kalbinden doğan Fırtına Lordu, göklerin yaşayan gazabıdır."
overworld_batting_btn,
feat_unlock_5,"XP seviyesi {0}'de açılır."
res_name_1140,Enerji
res_desc_1140,"Enerji, Savaş Alanı etkinliklerine katılmak için kullanılır."
overworld_marching_btn,Keşfediliyor...
overworld_prob_title,"Fraksiyon Puanı Çıktısı"
gameplay_tab_title_2,"En Son"
season_start_in_format,"Başlayacak: {0}"
gameplay_tab_title_empty_2,"Henüz oyun kaydı yok"
gameplay_tab_title_10001,"Bugünün En Çok İzlenenleri"
gameplay_tab_title_10002,"Öne Çıkan Modlar"
gameplay_tab_title_10003,"Tavsiye edilen"
season_end_in_format,"Bitiş noktası: {0}"
gameplay_tab_title_empty_1,"Hemen koleksiyonunuza ekleyin!"
lineup_style_skin_access_10001,"Etkinlik Ödülü"
lineup_style_skin_access_9001,"Etkinlik Ödülü"
lineup_style_skin_access_8001,"Etkinlik Ödülü"
lineup_style_skin_access_7001,"Etkinlik Ödülü"
lineup_style_skin_name_10,"Yıldız Bağlantısı"
lineup_style_skin_name_9,"Mistis Altın Rünler"
lineup_style_skin_name_8,"Sipariş Matrisi"
lineup_style_skin_name_7,"Yaldızlı Arma"
overworld_chat_prefix_0,[Kamp]
overworld_chat_prefix_1,"[Savaş Bölgesi]"
light_dark_pack_title_1,"Açık Cilt Paketi"
light_dark_pack_title_3,"Koyu Ten Paketi"
light_dark_pack_desc_1,"Işıkla kuşanarak karanlığı süpürüp götür!"
light_dark_pack_desc_3,"Gece çöker—ışığı yut!"
rarity_6,Prestij
res_name_168,"Gece Işığı Plakası"
team_err_645,"Oyuncular arasında savaş sürümü uyumsuzluğu."
team_err_692,"Bu mod için oyuncu sayısı maksimum limiti aşıyor."
team_err_649,"Odaya katılamıyor."
team_err_693,"Oyuncu seviyesi yetersiz."
team_err_643,"Oda dağıtıldı."
battle_analysis_attr_7,Patlama
battle_analysis_attr_6,Sürdür
battle_analysis_attr_5,"Tek Kişilik"
battle_analysis_attr_4,Alan
battle_analysis_attr_3,Kontrol
lucky_flop_tip_msg,"Süper Şanslı Çekiliş burada!

(1) Etkinlik sırasında altın kullanarak işe alım yapın ve Süper Şans kazanın (normal Şans yoktur).
(2) Süper Şans'ı biriktirerek Süper Şanslı Ana girin veya erken girmek için mücevher kullanın.
(3) Süper Şans, etkinlik bittikten sonra sıfırlanacaktır.
(4) Her tur, sınırlı ve sınırsız Efsanevi, Efsane, Destansı birimler ve kaynaklar içerir.
(5) Tüm Efsanevi ödüller alındıktan sonra havuz yenilenir.
(6) Günde maksimum 10 tur."
unit_skin_rarity_5,Mitsel
unit_skin_rarity_6,Prestij
unit_skin_rarity_1,Yaygın
unit_skin_rarity_2,Nadir
unit_skin_rarity_3,Destansı
unit_skin_rarity_4,Efsanevi
title_skin_default_name,"Temel Mart Rozeti"
battle_result_report_effect_source_4,Yakında.
battle_result_report_effect_source_5,"Çok Yakında."
battle_result_report_effect_source_6,"Çok Yakında."
battle_result_report_effect_source_7,"Çok Yakında."
battle_result_report_effect_source_3,"Çok Yakında."
name_effect_source_5,Yakında.
name_effect_source_6,"Çok Yakında."
name_effect_source_7,"Çok Yakında."
name_effect_source_8,Yakında
name_effect_source_2,"Çok Yakında."
name_effect_source_4,"Çok Yakında."
name_effect_source_3,Yakında.
name_effect_source_1,"Çok Yakında."
name_effect_source_desc,"Varsayılan olarak kullanılır."
name_effect_default_name,"Temel İsim Plakası"
title_skin_source_desc,"Varsayılan olarak kullanılır."
battle_result_report_effect_source_2,"Çok Yakında"
custom_res_tab_name_8,"İsim Rozeti"
clan_war_slg_member_rank_sort_4,"Boss Katılımı"
clan_war_slg_member_rank_sort_5,Morales
clan_war_slg_member_rank_sort_3,"Kırmızı Enerji"
unit_skill_desc_43_1,"Öldüğünde rastgele bir düşmana hasar verir."
unit_skill_name_43_1,"Ölüm Darbesi Mermisi"
battle_result_report_effect_default_name,"Temel Uyarı"
battle_result_report_effect_source_1,"Çok Yakında"
res_name_768,"Menekşe Levha"
res_name_668,"Gök Mavisi Plaka"
res_name_568,"Kızıl Plaka"
res_name_468,"Zümrüt Plakası"
res_name_368,"Altın Plaka"
res_name_770,"Mor Dart Uyarısı"
res_name_670,"Yeşil Delta Uyarısı"
res_name_570,"Altın Yüzük Uyarısı"
res_name_470,"Mavi Küp Uyarısı"
res_name_370,"Ateş Ejderhası Alarmı"
res_name_270,"Buz Ejderhası Uyarısı"
res_name_170,Varsayılan
res_name_268,"Ejderha Plakası"
res_name_300040169,"Engerek Yürüyüşü"
res_name_300030169,"Ulu Kurt Yürüyüşü"
res_name_300020169,"Aslan Yürüyüşü"
res_name_300010169,"Şahin Yürüyüşü"
res_name_469,"Ivy March"
res_name_369,"Ayaz Yürüyüşü"
res_name_269,"Gök Gürültüsü Yürüyüşü"
res_name_169,"Vahşi Ateş Yürüyüşü"
res_name_868,"Mor Plaka"
unit_desc_336,"Fırtına tarafından canlandırılan minik bir Taş ruhu."
unit_desc_337,"Fırtına tarafından sihirli enerjiyle donatılmış küçük bir taş ruhu."
unit_desc_338,"Fırtınanın içinde doğmuş, sırtında dikenleri olan bir böcek."
unit_desc_321,"Rüzgar elementine yakınlığı olan elementel bir yengeç."
battle_result_report_effect_default_desc,"Varsayılan olarak kullanılır."
title_effect_source_1,"Çok Yakında"
unit_name_336,"Fırtına Ruhu"
unit_name_337,"Fırtına Elementi"
unit_name_338,"Fırtına Böceği"
unit_desc_335,"Fırtınaya hükmeden elementel bir Savaşçı, çevre birimlerin kaçınmasını, Fiziksel direncini ve Rüzgar direncini artırır."
battle_title_name_1,"Ejderha Doğumlu İkizler"
unit_name_335,"Fırtına Savaşçısı"
ad_firework_pack_title,"Havai Fişek Paketi"
unit_name_718,"Grace Rahibe"
unit_skill_desc_625_1,"Savaşın başında, bölgeye hasar vermek için önce okçunun yanına ışınlanın.
[İş Birliği]: Her saldırının, geniş bir alana orta hasar verme şansı vardır."
unit_skill_desc_851_3,"Toprak Sıçramasıhasar artışı."
unit_skill_desc_658_1,"Sadece saldırı hızı 0.8'in altında olan düşmanları hedefler ve alan hasarı verir."
emoji_access_1001,"Yakında gelecek"
emoji_access_1004,"Yakında gelecek"
emoji_access_1005,"Yakında gelecek"
emoji_name_1001,"Jeomancer: Affedilemez!"
res_name_100153,"Jeomancer: Affedilemez!"
emoji_name_1004,"Venospore Katili: Ne iğrenç!"
emoji_name_1005,"Venospore Katili: Tam planlandığı gibi!"
res_name_100453,"Venospore Katili: Ne iğrenç!"
res_name_100553,"Venospore Katili: Tam planlandığı gibi!"
res_name_270143,"Şanslı Zar"
res_name_280143,"Düşen Bloklar"
emoji_access_1011,"Yakında gelecek"
emoji_access_1006,"Yakında gelecek"
emoji_access_1009,"Yakında gelecek"
emoji_access_1010,"Yakında gelecek"
emoji_access_1026,"Dragon Clash: Giriş Özel"
emoji_access_1025,"Dragon Clash: Giriş Özel"
event_center_event_exclusive,"Etkinliğe Özel"
camp_season_bp_purchase_desc,"Sezon Denemesini tamamlayarak cömert ödüllerin kilidini açın!"
camp_season_bp_extra_desc,"Daha fazla Sezon Puanı biriktirerek ek ödüller kazan!
(Tutulma Bileti'nin kilidini açtıktan sonra geçerlidir.)"
camp_season_bp_name,"Tutulma Bileti"
sign_in_title_5,"Eclipse Giriş Yap"
task_context_30049,"Kâhin en yüksek seviyeye ulaştı Lv.{0}"
task_context_13004,"Herhangi bir birlik <color=#EC6D26>{0}</color> kez elde et"
camp_season_info_desc_2,"Işık ve Karanlık'a Hoş Geldiniz!

Bu paramparça savaş alanında, Işık ve Karanlık güçleri sonsuz bir çatışmaya kilitlenmiş durumda— Işık savaşçıları, <color=#BD6200>Işık Arayan</color>, ışığın şanını korurken, Karanlık savaşçıları, <color=#8D46DD>Nekromanser</color>, gölgelerin gücünü kontrol ediyor.

İki taraf karşı karşıya duruyor ve savaş eli kulağında. Tarafınızı seçin, denemelere ve savaşlara katılın, tarafınızın şanı için savaşın ve zengin ödüller kazanın!

<color=#FF6657>1. Kişisel ve Taraf Puanları</color> Deneme görevlerini tamamlayın, günlük aktivitelere katılın ve askerlerinizi edinerek veya yükselterek Kişisel Puanlar kazanın. Günlük aktivitelerden ve asker gelişiminden kazanılan puanların günlük bir sınırı vardır.

Harcadığınız her çaba taraf gücüne dönüşür—Kişisel Puanlarınız Taraf Toplamına katkıda bulunur ve tarafınızı nihai zafere taşır!

<color=#FF6657>2. Aşama Mücadeleleri</color> Sezon birden fazla aşamaya ayrılmıştır. Savaş ilerledikçe, Işık ve Karanlık güçleri özel güçlendirmeler kazanacak (sezon sonunda sona erecek):

<color=#BD6200>Işık</color> Tarafı: 
【Aşama I】: Okçu Saldırısı +<color=#EC6D26>1%</color> 
【Aşama II】: Okçu Saldırısı +<color=#EC6D26>3%</color> 
【Aşama III】: Okçu Saldırısı +<color=#EC6D26>5%</color>

<color=#8D46DD>Karanlık</color> Tarafı: 
【Aşama I】: Büyücü Saldırısı +<color=#EC6D26>1%</color> 
【Aşama II】: Büyücü Saldırısı +<color=#EC6D26>3%</color> 
【Aşama III】: Büyücü Saldırısı +<color=#EC6D26>5%</color>

Savaş yoğunlaştıkça, tarafınızın gücü kademeli olarak uyanacak!

<color=#FF6657>3. Ödüller</color> Savaş Bileti ödüllerini açmak için puan biriktirin ve grup oyuncularıyla liderlik tablosu ödülleri için rekabet edin. Sıralamalar her aşamanın sonunda belirlenir—sıralamanız ne kadar yüksek olursa, ödülleriniz o kadar büyük olur!

Sezon sonunda, toplam Taraf Puanları karşılaştırılacak. Daha yüksek puana sahip taraf zaferi kazanacak ve özel, daha büyük ödüllerin kilidini açacak!

Yeterli katkıda bulunan oyuncular yalnızca taraf ödüllerine hak kazanır—katkınız ne kadar büyük olursa, ödülleriniz o kadar zengin olur!"
send_camp_season_2_1_content,"Sayın Komutan,

""Işık vs Karanlık"" etkinliği başarıyla sonuçlandı! Tebrikler! Siz <color=#8D46DD>Nekromanser</color> Fraksiyonunu seçtiniz ve tarafınızı nihai zafere taşıdınız!

Bu şiddetli çatışma sırasında, kişisel olarak <color=#FF6657>{0}</color> puan katkıda bulunarak üstün bir güç ve kararlılık sergilediniz.

Fraksiyon ödülleriniz bu mesajla birlikte gönderilmiştir.

Lütfen onları vakit kaybetmeden talep edin. Tutkulu katılımınız için teşekkür ederiz; şanınızı tekrar görmeyi sabırsızlıkla bekliyoruz!

Saygılarımızla,
War Inc. Lojistik Bölümü"
send_camp_season_2_0_content,"Sayın Komutan,

""Işık ve Karanlık"" etkinliği başarıyla sona erdi!

Her ne kadar <color=#8D46DD>Nekromanser</color> fraksiyonunuz nihai zafere ulaşmamış olsa da, etkinlik boyunca <color=#FF6657>{0}</color> puan katkıda bulunarak cesaretinizi ve kararlılığınızı kanıtladınız.

Fraksiyon ödülleriniz bu mesajla birlikte gönderilmiştir. Lütfen en kısa sürede talep ediniz.

Çabalarınız için teşekkür ederiz; bir sonraki sefere liderliğinizi dört gözle bekliyoruz!

Saygılarımızla,
War Inc. Lojistik Birimi"
send_camp_season_1_0_content,"Sayın Komutan,

""Işık ve Karanlık"" etkinliği başarıyla sona ermiştir!

Her ne kadar <color=#BD6200>Işık Arayan</color> fraksiyonunuz nihai zaferi elde edememiş olsa da, etkinlik sırasında <color=#FF6657>{0}</color> puan katkıda bulunarak gerçek cesaret ve kararlılık sergilediniz.

Fraksiyon ödülleriniz bu mesajla birlikte gönderilmiştir. Lütfen ödüllerinizi gecikmeden talep ediniz. Adanmışlığınız için teşekkür ederiz; gelecek sezonda tekrar dönmenizi sabırsızlıkla bekliyoruz!

Saygılarımızla,
War Inc. Lojistik Bölümü"
send_camp_season_1_1_content,"Sayın Komutan,

""Işık vs Karanlık"" etkinliği başarıyla sona erdi! Tebrikler!

<color=#BD6200>Işık Arayan</color> fraksiyonunu seçtiniz ve tarafınızı nihai zafere taşıdınız! Bu çetin savaşta, şahsen <color=#FF6657>{0}</color> puan katkıda bulunarak, olağanüstü gücünüzü ve cesaretinizi gösterdiniz.

Fraksiyon ödülleriniz bu mesajla birlikte gönderilmiştir. Lütfen zamanında teslim alın.

Tutkulu katılımınız için teşekkür ederiz—şanınızı tekrar görmeyi dört gözle bekliyoruz!

Saygılarımızla,
War Inc. Lojistik Bölümü"
camp_season_show_desc_2_2,"<color=#DBADFF>Nekromanser</color>'e katıldınız!"
camp_season_choose_desc_2,"<color=#FFE000>Işık Arayan</color> veya <color=#DBADFF>Nekromanser</color>!"
camp_season_select_desc_1_2,"<color=#FFE000>Işık Arayan</color>'e katılacaksınız!"
camp_season_select_desc_2_2,"<color=#DBADFF>Nekromanser</color>'e katılacaksınız!"
camp_season_show_desc_1_2,"<color=#FFE000>Işık Arayan</color>'e katıldınız!"
send_camp_season_2_0_title,"Nekromanser Fraksiyon Ödülleri"
send_camp_season_1_1_title,"Işık Arayan Fraksiyon Ödülleri"
send_camp_season_1_0_title,"Işık Arayan Fraksiyon Ödülleri"
send_camp_season_2_1_title,"Nekromanser Fraksiyon Ödülleri"
camp_season_buff_bubble_desc_1_4,"Tüm Nişancı"
camp_season_buff_bubble_desc_2_4,"Tüm Büyücü"
camp_season_buff_desc_1_4,"Tüm Nişancı"
camp_season_title_2,"Açık ve Koyu"
camp_season_buff_desc_2_4,"Tüm Büyücü"
overworld_prefix_5,
overworld_prefix_7,
task_context_53015,"<color=#EC6D26>{0}</color> Işık Arayan elde edin"
task_context_63015,"<color=#EC6D26>{0}</color> Nekromanser elde edin"
task_context_54006,"Macera Modunda Işık Arayan veya Nekromanser kullanarak <color=#EC6D26>{0}</color> hasar verin."
task_context_54007,"Arena'da Işık Arayan veya Nekromanser kullanarak <color=#EC6D26>{0}</color> hasar verin."
task_context_54008,"Avlanmada Işık Arayan veya Nekromanser kullanarak <color=#EC6D26>{0}</color> hasar verin."
task_context_54009,"Infinite War'da Işık Arayan veya Nekromanser kullanarak <color=#EC6D26>{0}</color> hasar verin."
task_context_51007,"Işık Arayan veya Nekromanser ile Infinite War'ı <color=#EC6D26>{0}</color> kez oynayın."
task_context_51003,"<color=#EC6D26>{0}</color> hasar Işık Arayan veya Nekromanser kullanılarak gider"
task_context_51004,"Macera Modunu <color=#EC6D26>{0}</color> kez Işık Arayan veya Nekromanser ile oynayın"
task_context_51005,"Arena oyununu <color=#EC6D26>{0}</color> kez Işık Arayan veya Nekromanser ile oynayın."
task_context_51006,"Avcılık oyununu <color=#EC6D26>{0}</color> kez Işık Arayan veya Nekromanser ile oynayın."
task_context_63008,"Nekromanser maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_63007,"Nekromanser maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_63003,"Nekromanser maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_63004,"Nekromanser maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_63005,"Nekromanser maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_63006,"Nekromanser maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_53008,"Işık Arayan maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_53004,"Işık Arayan maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_53005,"Işık Arayan maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_53006,"Işık Arayan maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_53007,"Işık Arayan maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
task_context_53003,"Işık Arayan maksimum seviyeye ulaşıldı Lv.<color=#EC6D26>{0}</color>"
unit_skin_name_70604,"Romantik Koleksiyoncu Kıyafeti"
unit_skin_name_73404,"Gece Büyücüsü Kıyafeti"
unit_skin_name_74204,"Kalp Hırsızı Kıyafeti"
unit_skin_name_70304,"Frostfire Overlord Kıyafeti"
emoji_access_1032,"Yakında gelecek"
chatBubble_frame_access_18,"Yakında gelecek"
chatBubble_frame_access_19,"Yakında gelecek"
emoji_access_1030,"Yakında gelecek"
emoji_access_1031,"Yakında gelecek"
emoji_access_1027,"Yakında gelecek"
emoji_access_1028,"Yakında gelecek"
emoji_access_1029,"Yakında gelecek"
res_name_100653,"Alev Düellocusu: Geri çekilin!"
res_name_100953,"Savaş Tanrıçası: Affedilemez!"
res_name_101053,"Savaş Tanrıçası: Bayıldım!"
res_name_101153,"Savaş Tanrıçası: Buraya gelin!"
team_recruitment_cond_mod_5,
team_recruitment_cond_mod_hint_5,
team_recruitment_title,
team_recruitment_title_cond,
team_recruitment_cond_on,
team_recruitment_cond_off,
team_err_647,
task_context_12002,"Macera Modunu <color=#EC6D26>{0}</color> kez oynayın"
task_context_11002,"<color=#EC6D26>{0}</color> Mücevher Harca"
task_context_10002,"<color=#EC6D26>Avatar</color>'ınızı değiştirin"
snap_refresh_full,
delete_friend_msg,"Bu oyuncuyu arkadaşlarınızdan kaldırmak istiyor musunuz?"
progress,"İlerleme: {0}"
task_context_11006,"Macera Modu, Ortak Mod veya Alan'da <color=#EC6D26>{0}</color> Düşman Yen"
train_challenge_level_31058,"Gölge Cadı Meydan Okuması: İleri Düzey I"
train_challenge_level_31059,"Gölge Cadı Meydan Okuması: İleri Düzey II"
train_challenge_level_31060,"Gölge Cadı Meydan Okuması: İleri Düzey III"
train_challenge_level_31054,"Joker Meydan Okuması: İleri Düzey III"
train_challenge_level_31055,"Gölge Cadı Meydan Okuması: Acemi"
train_challenge_level_31056,"Gölge Cadı Meydan Okuması: Orta I"
train_challenge_level_31057,"Gölge Cadı Meydan Okuması: Orta II"
train_challenge_level_31053,"Joker Meydan Okuması: İleri Düzey II"
train_challenge_level_31044,"Kaya Savaş Ağası Meydan Okuması: Orta I"
train_challenge_level_31045,"Kaya Savaş Ağası Meydan Okuması: Orta II"
train_challenge_level_31046,"Kaya Savaş Ağası Meydan Okuması: İleri Düzey I"
train_challenge_level_31047,"Kaya Savaş Ağası Meydan Okuması: İleri Düzey II"
train_challenge_level_31048,"Kaya Savaş Ağası Meydan Okuması: İleri Düzey III"
train_challenge_level_31049,"Joker Meydan Okuması: Acemi"
train_challenge_level_31050,"Joker Meydan Okuması: Orta I"
train_challenge_level_31051,"Joker Meydan Okuması: Orta II"
train_challenge_level_31052,"Joker Meydan Okuması: İleri Düzey I"
train_challenge_level_31041,"Güneş Bilgesi Meydan Okuması: İleri Düzey II"
train_challenge_level_31042,"Güneş Bilgesi Meydan Okuması: İleri Düzey III"
train_challenge_level_31043,"Kaya Savaş Ağası Meydan Okuması: Acemi"
train_challenge_level_31034,"Işık Arayan Meydan Okuması: İleri Düzey I"
train_challenge_level_31037,"Güneş Bilgesi Meydan Okuması: Acemi"
train_challenge_level_31038,"Güneş Bilgesi Meydan Okuması: Orta I"
train_challenge_level_31039,"Güneş Bilgesi Meydan Okuması: Orta II"
train_challenge_level_31040,"Güneş Bilgesi Meydan Okuması: İleri Düzey I"
train_challenge_level_31035,"Işık Arayan Meydan Okuması: İleri Düzey II"
train_challenge_level_31036,"Işık Arayan Meydan Okuması: İleri Düzey III"
train_challenge_level_31024,"Alev Gezgini Meydan Okuması: İleri Düzey III"
train_challenge_level_31025,"Nekromanser Meydan Okuması: Acemi"
train_challenge_level_31026,"Nekromanser Meydan Okuması: Orta I"
train_challenge_level_31027,"Nekromanser Meydan Okuması: Orta II"
train_challenge_level_31028,"Nekromanser Meydan Okuması: İleri Düzey I"
train_challenge_level_31029,"Nekromanser Meydan Okuması: İleri Düzey II"
train_challenge_level_31030,"Nekromanser Meydan Okuması: İleri Düzey III"
train_challenge_level_31031,"Işık Arayan Meydan Okuması: Acemi"
train_challenge_level_31032,"Işık Arayan Meydan Okuması: Orta I"
train_challenge_level_31033,"Işık Arayan Meydan Okuması: Orta II"
train_challenge_level_31014,"Kızıl Kıvılcım Meydan Okuması: Orta I"
train_challenge_level_31015,"Kızıl Kıvılcım Meydan Okuması: Orta II"
train_challenge_level_31016,"Kızıl Kıvılcım Meydan Okuması: İleri Düzey I"
train_challenge_level_31017,"Kızıl Kıvılcım Meydan Okuması: İleri Düzey II"
train_challenge_level_31018,"Kızıl Kıvılcım Meydan Okuması: İleri Düzey III"
train_challenge_level_31019,"Alev Gezgini Meydan Okuması: Acemi"
train_challenge_level_31020,"Alev Gezgini Meydan Okuması: Orta I"
train_challenge_level_31021,"Alev Gezgini Meydan Okuması: Orta II"
train_challenge_level_31022,"Alev Gezgini Meydan Okuması: İleri Düzey I"
train_challenge_level_31023,"Alev Gezgini Meydan Okuması: İleri Düzey II"
train_challenge_level_31013,"Kızıl Kıvılcım Meydan Okuması: Acemi"
unit_desc_131,"Sadece ölümcül zehre sahip olmakla kalmayıp, aynı zamanda akın akın gelen akrabalarından oluşan bir sürü çağıran devasa kanatlı bir böcek."
unit_desc_307,
unit_desc_308,
unit_desc_309,
unit_desc_310,
unit_desc_311,
unit_desc_312,
unit_desc_313,
unit_desc_314,
unit_desc_315,
unit_desc_316,
unit_desc_317,
unit_desc_318,
unit_desc_319,
unit_desc_320,
unit_desc_322,
unit_desc_327,
unit_desc_328,
unit_desc_329,
unit_desc_334,
unit_desc_130,
unit_skill_desc_130_1,
unit_skill_desc_130_2,
unit_skill_desc_130_3,
unit_skill_desc_131_1,
unit_skill_desc_131_2,
unit_skill_desc_131_3,
unit_desc_132,
unit_skill_desc_132_1,
unit_skill_desc_132_2,
unit_skill_desc_132_3,
unit_skill_desc_133_1,
unit_skill_desc_133_2,
unit_skill_desc_133_3,
unit_desc_134,
unit_skill_desc_134_1,
unit_skill_desc_134_2,
unit_skill_desc_134_3,
unit_desc_135,
unit_skill_desc_135_1,
unit_skill_desc_135_2,
unit_skill_desc_135_3,
unit_desc_136,
unit_skill_desc_136_1,
unit_skill_desc_136_2,
unit_skill_desc_136_3,
unit_skill_desc_137_1,
unit_skill_desc_137_2,
unit_skill_desc_137_3,
unit_desc_138,
unit_skill_desc_138_1,
unit_skill_desc_138_2,
unit_skill_desc_138_3,
